NAME,SEEDS,LEECHES,TIME,SIZE,UPLOADER
Scarface (1983) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]17,39,3,Oct. 17th '19,2.3 GB39,UTRCorp
NCIS New Orleans S06E04 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]1,4,4,Oct. 17th '19,388.8 MB4,UTRCorp
FBI S02E04 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]1,6,0,Oct. 17th '19,365.2 MB6,UTRCorp
Robot Chicken S10E06 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],12,1,Oct. 16th '19,132.6 MB12,UTRCorp
Terminator Genisys (2015) (1080p BluRay x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]2,74,10,Oct. 16th '19,1.4 GB74,UTRCorp
Terminator Salvation (2009) Director's Cut (1080p BluRay x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]1,61,10,Oct. 16th '19,1.7 GB61,UTRCorp
Terminator 3 (2003) (1080p BluRay x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]1,29,5,Oct. 16th '19,1.4 GB29,UTRCorp
Terminator 2 Judgment Day (1991) THEATRICAL CUT (1080p BluRay x265 HEVC 10bit AAC 5.1 Joy) [UTR]3,54,11,Oct. 16th '19,2.2 GB54,UTRCorp
The Lion King (2019) REPACK (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]4,32,14,Oct. 16th '19,5.4 GB32,UTRCorp
The Lion King (2019) REPACK (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]2,126,28,Oct. 16th '19,2.0 GB126,UTRCorp
Toy Story 4 (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR] 1,17,3,Oct. 16th '19,1.3 GB17,UTRCorp
Toy Story 4 (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR] 2,32,11,Oct. 16th '19,2.1 GB32,UTRCorp
Toy Story 4 (2019) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]1,21,14,Oct. 16th '19,4.7 GB21,UTRCorp
The Deuce S03E06 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],9,0,Oct. 16th '19,590.8 MB9,UTRCorp
SEAL Team (2017) Season 01 S01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]4,1,7,Oct. 16th '19,9.2 GB1,UTRCorp
Apocalypse Now (1979) Redux (1080p BluRay x265 HEVC 10bit AAC 7.1 Q18 Joy) [UTR]6,8,4,Oct. 15th '19,3.5 GB8,UTRCorp
Apocalypse Now (1979) Redux (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]3,15,3,Oct. 15th '19,1.9 GB15,UTRCorp
Apocalypse Now (1979) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],9,15,Oct. 15th '19,9.0 GB9,UTRCorp
The Walking Dead S10E02 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],16,3,Oct. 15th '19,435.7 MB16,UTRCorp
El Camino - A Breaking Bad Movie (2019) (2160p NF WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,16,9,Oct. 15th '19,5.4 GB16,UTRCorp
The Lion King (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]5,42,16,Oct. 15th '19,1.6 GB42,UTRCorp
The Rookie S02E03 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],9,1,Oct. 15th '19,401.6 MB9,UTRCorp
11.22.63 (2016) Season 01 S01 (1080p HULU WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],4,8,Oct. 14th '19,4.2 GB4,UTRCorp
Pineapple Express (2008) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],8,7,Oct. 14th '19,5.1 GB8,UTRCorp
Pineapple Express (2008) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR] 4,89,28,Oct. 14th '19,1.7 GB89,UTRCorp
Star Trek Into Darkness (2013) + Featurettes (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR],44,16,Oct. 14th '19,2.8 GB44,UTRCorp
Star Trek Into Darkness (2013) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]3,28,10,Oct. 14th '19,1.7 GB28,UTRCorp
Star Trek Into Darkness (2013) + Featurettes (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]1,7,6,Oct. 14th '19,6.3 GB7,UTRCorp
Star Trek Into Darkness (2013) IMAX (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],7,9,Oct. 14th '19,6.1 GB7,UTRCorp
Star Trek (2009) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]2,25,8,Oct. 14th '19,3.5 GB25,UTRCorp
Star Trek (2009) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],16,3,Oct. 14th '19,1.7 GB16,UTRCorp
Star Trek (2009) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],16,5,Oct. 14th '19,6.1 GB16,UTRCorp
Saturday Night Live S45E03 (1080p WEB-DL x265 HEVC 10bit AAC 2.0 Joy) [UTR],8,1,Oct. 14th '19,625.6 MB8,UTRCorp
Fast and Furious Presents Hobbs and Shaw (2019) (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) ...4,64,8,Oct. 14th '19,1.8 GB64,UTRCorp
In the Shadow of the Moon (2019) (1080p NF WEBRip x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]5,37,2,Oct. 13th '19,1.1 GB37,UTRCorp
In the Shadow of the Moon (2019) (2160p NF WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,22,3,Oct. 13th '19,5.1 GB22,UTRCorp
The Terminator (1984) (1080p BluRay x265 HEVC 10bit AAC 5.1 Joy) [UTR],16,1,Oct. 13th '19,1.3 GB16,UTRCorp
Chicago Fire S08E02 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],7,4,Oct. 13th '19,458.3 MB7,UTRCorp
Chicago P.D. S07E02 (1080p WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],3,2,Oct. 13th '19,345.4 MB3,UTRCorp
The Terminator (1984) (1080p BluRay x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]11,34,8,Oct. 13th '19,4.2 GB34,UTRCorp
The Shining (1980) US Director's Cut (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]2,54,16,Oct. 13th '19,3.1 GB54,UTRCorp
El Camino - A Breaking Bad Movie (2019) (1080p NF WEBRip x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]1,36,5,Oct. 13th '19,1.2 GB36,UTRCorp
El Camino - A Breaking Bad Movie (2019) (2160p NF WEBRip NVENC HEVC 10bit AC3 5.1 Joy) [UTR]4,181,79,Oct. 13th '19,4.8 GB181,UTRCorp
Transformers The Last Knight (2017) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]2,4,3,Oct. 13th '19,6.1 GB4,UTRCorp
Transformers The Last Knight (2017) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],35,3,Oct. 13th '19,1.9 GB35,UTRCorp
Shaft (2019) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],8,6,Oct. 13th '19,5.1 GB8,UTRCorp
Shaft (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]1,47,13,Oct. 13th '19,2.0 GB47,UTRCorp
Shaft (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],13,8,Oct. 13th '19,1.5 GB13,UTRCorp
Maleficent (2014) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]2,13,9,Oct. 13th '19,4.4 GB13,UTRCorp
Maleficent (2014) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]1,68,3,Oct. 13th '19,1.3 GB68,UTRCorp
Frozen (2013) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]2,10,9,Oct. 13th '19,5.3 GB10,UTRCorp
Frozen (2013) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]1,38,6,Oct. 13th '19,2.4 GB38,UTRCorp
Frozen (2013) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],4,4,Oct. 13th '19,1.4 GB4,UTRCorp
The Dark Crystal - Age of Resistance (2019) Season 01 S01 (1080p NF WEBRip x265 HEVC 10bit AAC 5.1 J...2,12,5,Oct. 12th '19,4.9 GB12,UTRCorp
Young Sheldon S03E03 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],22,4,Oct. 12th '19,189.0 MB22,UTRCorp
Stuber (2019) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]3,12,1,Oct. 12th '19,4.3 GB12,UTRCorp
Stand by Me (1986) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]1,10,3,Oct. 12th '19,4.4 GB10,UTRCorp
South Park S23E03 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 2.0 Joy) [UTR]1,31,4,Oct. 12th '19,207.0 MB31,UTRCorp
Evil S01E03 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],1,2,Oct. 12th '19,315.3 MB1,UTRCorp
Star Trek Discovery S00E07 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]7,12,0,Oct. 11th '19,145.6 MB12,UTRCorp
Evil S01E02 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],5,1,Oct. 11th '19,274.5 MB5,UTRCorp
Evil S01E01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],1,2,Oct. 11th '19,260.4 MB1,UTRCorp
SEAL Team S03E02 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],3,2,Oct. 11th '19,467.7 MB3,UTRCorp
Zombieland (2009) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]3,15,13,Oct. 11th '19,4.3 GB15,UTRCorp
The Deuce S03E05 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],6,0,Oct. 11th '19,605.2 MB6,UTRCorp
Stumptown S01E03 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],6,3,Oct. 11th '19,422.3 MB6,UTRCorp
NCIS New Orleans S06E03 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],13,2,Oct. 11th '19,415.1 MB13,UTRCorp
Modern Family S11E03 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],9,3,Oct. 11th '19,211.7 MB9,UTRCorp
FBI S02E03 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],7,1,Oct. 11th '19,363.9 MB7,UTRCorp
Chicago Med S05E03 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],3,0,Oct. 11th '19,326.6 MB3,UTRCorp
Chicago Fire S08E03 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],9,4,Oct. 11th '19,398.5 MB9,UTRCorp
Chicago P.D. S07E03 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,2,1,Oct. 11th '19,373.1 MB2,UTRCorp
Star Trek Beyond (2016) + Featurettes (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]4,10,1,Oct. 10th '19,3.0 GB10,UTRCorp
Star Trek Beyond (2016) + Featurettes (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],14,5,Oct. 10th '19,6.1 GB14,UTRCorp
Star Trek Beyond (2016) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],23,4,Oct. 10th '19,1.6 GB23,UTRCorp
Rambo (2008) EXTENDED (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]2,22,8,Oct. 9th '19,4.6 GB22,UTRCorp
Rambo (2008) EXTENDED (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]6,93,11,Oct. 9th '19,1.3 GB93,UTRCorp
Stuber (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR],15,4,Oct. 9th '19,1.0 GB15,UTRCorp
Big Mouth (2017) Season 03 S03 (1080p NF WEBRip x265 HEVC AAC 5.1 Q22 Joy) [UTR]3,25,13,Oct. 9th '19,4.1 GB25,UTRCorp
Big Mouth (2017) Season 03 S03 (1080p NF WEBRip x265 HEVC AAC 5.1 Joy) [UTR],10,9,Oct. 9th '19,3.1 GB10,UTRCorp
The Good Doctor S03E03 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]1,11,2,Oct. 9th '19,846.0 MB11,UTRCorp
Ant-Man (2015) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]1,20,14,Oct. 8th '19,5.7 GB20,UTRCorp
Ant-Man (2015) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR],22,7,Oct. 8th '19,1.8 GB22,UTRCorp
[REUP] Fringe (2008) Season 05 S05 (1080p BluRay x265 HEVC AAC 5.1 Joy) [UTR]7,19,6,Oct. 8th '19,4.4 GB19,UTRCorp
[REUP] Fringe (2008) Season 04 S04 (1080p BluRay x265 HEVC AAC 5.1 Joy) [UTR]1,23,7,Oct. 8th '19,7.3 GB23,UTRCorp
[REUP] Fringe (2008) Season 03 S03 (1080p BluRay x265 HEVC AAC 5.1 Joy) [UTR]1,28,12,Oct. 8th '19,7.4 GB28,UTRCorp
[REUP] Fringe (2008) Season 02 S02 (1080p BluRay x265 HEVC AAC 5.1 Joy) [UTR]1,34,17,Oct. 8th '19,7.7 GB34,UTRCorp
[REUP] Fringe (2008) Season 01 S01 (1080p BluRay x265 HEVC AAC 5.1 Joy) [UTR]7,37,17,Oct. 8th '19,8.0 GB37,UTRCorp
The Rookie S02E02 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],15,2,Oct. 8th '19,460.4 MB15,UTRCorp
The Walking Dead S10E01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,20,7,Oct. 8th '19,512.2 MB20,UTRCorp
Mr. Robot S04E01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,18,3,Oct. 8th '19,425.1 MB18,UTRCorp
Star Trek Discovery S00E06 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR] 4,12,2,Oct. 7th '19,140.7 MB12,UTRCorp
Saturday Night Live S45E02 (1080p WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],10,1,Oct. 7th '19,676.8 MB10,UTRCorp
Chernobyl (2019) Season 01 S01 + Featurettes (1080p Bluray x265 HEVC 10bit AAC 5.1 Joy) [UTR]6,14,2,Oct. 6th '19,4.3 GB14,UTRCorp
Transformers Age of Extinction (2014) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]3,9,11,Oct. 6th '19,10.0 GB9,UTRCorp
Transformers Age of Extinction (2014) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]3,23,33,Oct. 6th '19,7.0 GB23,UTRCorp
Transformers Age of Extinction (2014) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],16,8,Oct. 6th '19,2.3 GB16,UTRCorp
The Worlds End (2013) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR] 6,5,6,Oct. 5th '19,5.7 GB5,UTRCorp
The Worlds End (2013) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q18 Joy) [UTR] ,6,2,Oct. 5th '19,2.7 GB6,UTRCorp
The Worlds End (2013) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR],19,5,Oct. 5th '19,1.3 GB19,UTRCorp
Homecoming (2018) Season 01 S01 (2160p AMZN WEBRip NVENC HEVC 10bit EAC3 5.1 Joy) [UTR]1,8,4,Oct. 5th '19,11.9 GB8,UTRCorp
Homecoming (2018) Season 01 S01 (1080p AMZN WEBRip x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],10,2,Oct. 5th '19,2.5 GB10,UTRCorp
Young Sheldon S03E02 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],22,0,Oct. 5th '19,192.1 MB22,UTRCorp
Transformers Dark of the Moon (2011) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]1,30,5,Oct. 5th '19,5.9 GB30,UTRCorp
Transformers Dark of the Moon (2011) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],15,15,Oct. 5th '19,9.2 GB15,UTRCorp
Transformers Dark of the Moon (2011) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],0,4,Oct. 5th '19,2.2 GB0,UTRCorp
Transformers Revenge of the Fallen (2009) 1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]4,16,12,Oct. 5th '19,5.7 GB16,UTRCorp
Transformers Revenge of the Fallen (2009) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]1,6,0,Oct. 5th '19,9.0 GB6,UTRCorp
Transformers Revenge of the Fallen (2009) 1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],7,1,Oct. 5th '19,2.0 GB7,UTRCorp
Transformers (2007) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR],14,8,Oct. 5th '19,5.2 GB14,UTRCorp
Transformers (2007) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],9,3,Oct. 5th '19,1.9 GB9,UTRCorp
Transformers (2007) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]2,5,4,Oct. 5th '19,8.6 GB5,UTRCorp
South Park S23E02 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 2.0 Joy) [UTR],17,3,Oct. 5th '19,207.6 MB17,UTRCorp
Stumptown S01E02 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],4,0,Oct. 5th '19,429.1 MB4,UTRCorp
Stumptown S01E01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],6,1,Oct. 5th '19,426.2 MB6,UTRCorp
New Amsterdam (2018) S02E02 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]1,7,2,Oct. 4th '19,846.6 MB7,UTRCorp
Operation Finale (2018) (2160p AMZN WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR],6,5,Oct. 4th '19,5.5 GB6,UTRCorp
Operation Finale (2018) (1080p AMZN WEBRip x265 HEVC 10bit AAC Q22 5.1 Joy) [UTR],4,3,Oct. 4th '19,943.4 MB4,UTRCorp
Chicago Med S05E02 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],3,3,Oct. 4th '19,357.0 MB3,UTRCorp
Modern Family S11E02 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]5,17,0,Oct. 4th '19,211.7 MB17,UTRCorp
SEAL Team S03E01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]3,11,1,Oct. 4th '19,529.9 MB11,UTRCorp
Inside Out (2015) + Featurettes (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) REPACKED [UTR]2,3,3,Oct. 3rd '19,4.6 GB3,UTRCorp
Inside Out (2015) + Featurettes (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) REPACKED [UTR]2,8,4,Oct. 3rd '19,2.5 GB8,UTRCorp
Inside Out (2015) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) REPACKED [UTR],4,1,Oct. 3rd '19,1.3 GB4,UTRCorp
Guardians of the Galaxy Vol. 1 (2014) + Featurettes (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [...1,3,2,Oct. 3rd '19,2.9 GB3,UTRCorp
Guardians of the Galaxy Vol. 1 (2014) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],5,6,Oct. 3rd '19,1.6 GB5,UTRCorp
Guardians of the Galaxy Vol. 1 (2014) + Featurettes (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]9,8,8,Oct. 3rd '19,6.2 GB8,UTRCorp
NCIS New Orleans S06E02 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],2,1,Oct. 3rd '19,465.3 MB2,UTRCorp
FBI S02E02 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],5,0,Oct. 3rd '19,430.3 MB5,UTRCorp
Pandora (2019) Season 01 S01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]1,13,5,Oct. 3rd '19,4.5 GB13,UTRCorp
Stand by Me (1986) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]13,11,2,Oct. 2nd '19,1.8 GB11,UTRCorp
Stand by Me (1986) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]1,5,5,Oct. 2nd '19,1.2 GB5,UTRCorp
Shaun of the Dead (2004) + Featurettes (2160p Bluray x265 HEVC 10bit AAC 7.1 Joy) [UTR],6,4,Oct. 2nd '19,5.1 GB6,UTRCorp
Shaun of the Dead (2004) (1080p Bluray x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR],18,3,Oct. 2nd '19,1.3 GB18,UTRCorp
Shaun of the Dead (2004) + Featurettes (1080p Bluray x265 HEVC 10bit AAC 7.1 Q18 Joy) [UTR]2,11,3,Oct. 2nd '19,2.5 GB11,UTRCorp
"O Brother, Where Art Thou (2000) (1080p BluRay x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]1",2,2,Oct. 2nd '19,2.6 GB2,UTRCorp
"O Brother, Where Art Thou (2000) (1080p BluRay x265 HEVC 10bit AAC 5.1 Joy) [UTR]",33,13,Oct. 2nd '19,1.4 GB33,UTRCorp
The Deuce S03E04 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],5,0,Oct. 2nd '19,621.0 MB5,UTRCorp
The Rookie S02E01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],9,0,Oct. 2nd '19,485.5 MB9,UTRCorp
Doctor Strange (2016) + Featurettes (1080p Bluray x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]6,16,7,Oct. 1st '19,2.1 GB16,UTRCorp
Doctor Strange (2016) + Featurettes (2160p Bluray x265 HEVC 10bit AAC 7.1 Joy) [UTR]17,9,5,Oct. 1st '19,6.0 GB9,UTRCorp
Good Eats S15E10 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,12,1,Oct. 1st '19,192.9 MB12,UTRCorp
Good Eats S15E09 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],16,6,Oct. 1st '19,193.6 MB16,UTRCorp
Running with the Devil (2019) (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],21,7,Sep. 30th '19,998.1 MB21,UTRCorp
Running with the Devil (2019) (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q18 Joy) [UTR],64,10,Sep. 30th '19,1.8 GB64,UTRCorp
Pennyworth (2019) Season 01 S01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,14,6,Sep. 30th '19,5.4 GB14,UTRCorp
Alita Battle Angel (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR] 1,28,8,Sep. 30th '19,2.2 GB28,UTRCorp
Alita Battle Angel (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q18 Joy) [UTR] 6,36,11,Sep. 30th '19,3.1 GB36,UTRCorp
Alita Battle Angel (2019) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]1,18,6,Sep. 30th '19,6.4 GB18,UTRCorp
Pennyworth S01E10 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],9,5,Sep. 30th '19,538.1 MB9,UTRCorp
Anna (2019) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]2,257,49,Sep. 30th '19,5.5 GB257,UTRCorp
Anna (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]3,102,13,Sep. 30th '19,1.8 GB102,UTRCorp
Saturday Night Live S45E01 (1080p WEB-DL x265 HEVC 10bit AAC 2.0 Joy) [UTR],9,2,Sep. 30th '19,628.1 MB9,UTRCorp
Modern Family S11E01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],20,3,Sep. 29th '19,209.7 MB20,UTRCorp
Young Sheldon S03E01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],13,0,Sep. 29th '19,192.5 MB13,UTRCorp
Guardians of the Galaxy Vol. 2 (2017) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]7,15,13,Sep. 28th '19,2.6 GB15,UTRCorp
Guardians of the Galaxy Vol. 2 (2017) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q18 Joy) [UTR]7,54,17,Sep. 28th '19,5.8 GB54,UTRCorp
Guardians of the Galaxy Vol. 2 (2017) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],15,10,Sep. 28th '19,1.7 GB15,UTRCorp
South Park S23E01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 2.0 Joy) [UTR]3,27,4,Sep. 28th '19,206.8 MB27,UTRCorp
Chicago P.D. S07E01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]2,9,0,Sep. 27th '19,383.6 MB9,UTRCorp
Chicago Med S05E01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],6,0,Sep. 27th '19,337.0 MB6,UTRCorp
Chicago Fire S08E01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],9,2,Sep. 27th '19,387.3 MB9,UTRCorp
FBI S02E01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],9,2,Sep. 27th '19,403.0 MB9,UTRCorp
NCIS New Orleans S06E01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],2,1,Sep. 26th '19,461.5 MB2,UTRCorp
Traitors (2019) Season 01 S01 (1080p AMZN WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]6,15,6,Sep. 26th '19,2.7 GB15,UTRCorp
Traitors (2019) Season 01 S01 (2160p AMZN WEBRip NVENC HEVC 10bit AAC 5.1 Joy) [UTR],7,7,Sep. 26th '19,9.3 GB7,UTRCorp
The Deuce S03E03 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,6,0,Sep. 25th '19,598.4 MB6,UTRCorp
