NAME,SEEDS,LEECHES,TIME,SIZE,UPLOADER
Doctor.Sleep.2019.THEATRICAL.CUT.720p.10bit.BluRay.6CH.x265.HEVC-PSA,3,2,5pm Feb. 19th,981.3 MB3,BedBug
Knives.Out.2019.1080p.10bit.BluRay.8CH.x265.HEVC-PSA,21,28,5pm Feb. 19th,2.9 GB21,BedBug
Knives.Out.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,12,5,5pm Feb. 19th,1.2 GB12,BedBug
Mr.Jones.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,19,10,3pm Feb. 18th,1.6 GB19,BedBug
Mr.Jones.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,2,0,3pm Feb. 18th,809.8 MB2,BedBug
Frozen.2.2019.1080p.10bit.BluRay.8CH.x265.HEVC-PSA,23,17,3pm Feb. 18th,1.9 GB23,BedBug
Frozen.2.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,13,3,3pm Feb. 18th,863.5 MB13,BedBug
Jojo.Rabbit.2019.2160p.10bit.HDR.BluRay.6CH.x265.HEVC-PSA,28,19,3pm Feb. 18th,1.9 GB28,BedBug
To.All.the.Boys.P.S.I.Still.Love.You.2020.1080p.10bit.WEBRip.6CH.x265.HEVC-PSA,30,5,5pm Feb. 16th,1.4 GB30,BedBug
To.All.the.Boys.P.S.I.Still.Love.You.2020.720p.10bit.WEBRip.6CH.x265.HEVC-PSA,12,3,5pm Feb. 16th,735.6 MB12,BedBug
Frozen.2.2019.2160p.10bit.HDR.BluRay.8CH.x265.HEVC-PSA,28,17,5pm Feb. 16th,2.1 GB28,BedBug
Knives.Out.2019.1080p.BrRip.6CH.x265.HEVC-PSA,41,14,4am Feb. 15th,2.5 GB41,BedBug
The Bourne Identity (2002) RiffTrax triple audio 720p.10bit.BluRay.x265.HEVC-PSA-budgetbits,11,1,9pm Feb. 13th,859.9 MB11,budgetbits
Roma.2018.SPANISH.720p.10bit.BluRay.6CH.x265.HEVC-PSA,2,5,4pm Feb. 13th,1.1 GB2,BedBug
Jojo.Rabbit.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,16,7,4pm Feb. 13th,788.6 MB16,BedBug
Charlies.Angels.2019.1080p.WEBRip.6CH.x265.HEVC-PSA1,141,39,4pm Feb. 13th,1.7 GB141,BedBug
21.Bridges.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,25,9,4pm Feb. 13th,1.3 GB25,BedBug
21.Bridges.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,11,2,4pm Feb. 13th,719.5 MB11,BedBug
A.Beautiful.Day.in.the.Neighborhood.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,11,6,4pm Feb. 13th,1.6 GB11,BedBug
A.Beautiful.Day.in.the.Neighborhood.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,4,0,4pm Feb. 13th,763.9 MB4,BedBug
Frozen.2.2019.1080p.BrRip.6CH.x265.HEVC-PSA,23,9,4pm Feb. 13th,1.5 GB23,BedBug
Gemini.Man.2019.1080p.3D.10bit.BrRip.H-SBS.6CH.x265.HEVC-PSA,6,1,4pm Feb. 13th,1.9 GB6,BedBug
Frozen 2 2019 1080p WEBRip 6CH x265 HEVC-PSA,56,7,3am Feb. 11th,1.4 GB56,M3D1
Jojo Rabbit 2019 1080p 10bit BluRay 6CH x265 HEVC-PSA,43,23,2am Feb. 11th,1.6 GB43,M3D1
Roma 2018 SPANISH 1080p 10bit BluRay 8CH x265 HEVC-PSA,5,2,2am Feb. 11th,2.0 GB5,M3D1
A.Beautiful.Day.in.the.Neighborhood.2019.1080p.BrRip.6CH.x265.HEVC-PSA,11,10,8am Feb. 7th,1.8 GB11,BedBug
Midway.2019.1080p.BrRip.6CH.x265.HEVC-PSA1,15,6,8am Feb. 7th,2.5 GB15,BedBug
21.Bridges.2019.1080p.BrRip.6CH.x265.HEVC-PSA,104,47,8am Feb. 7th,1.4 GB104,BedBug
Jojo.Rabbit.2019.1080p.BrRip.6CH.x265.HEVC-PSA,40,11,8am Feb. 7th,1.5 GB40,BedBug
Ford.v.Ferrari.2019.Digital.EXTRAS.Only.720p.WEBRip.2CH.x265.HEVC-PSA,5,0,8am Feb. 7th,812.0 MB5,BedBug
Ford.V.Ferrari.2019.2160p.10bit.HDR.BluRay.8CH.x265.HEVC-PSA,15,11,8am Feb. 7th,3.4 GB15,BedBug
Taylor.Swift.Miss.Americana.2020.DOCU.1080p.WEBRip.6CH.x265.HEVC-PSA4,8,6,5pm Feb. 4th,1.4 GB8,BedBug
RoboCop.1987.ARROW.REMASTERED.DC.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,24,8,5pm Feb. 4th,2.1 GB24,BedBug
RoboCop.1987.ARROW.REMASTERED.DC.720p.10bit.BluRay.6CH.x265.HEVC-PSA,8,4,5pm Feb. 4th,1.0 GB8,BedBug
The Art of Self Defense 2019 1080p 10bit BluRay 6CH x265 HC HEVC-PSA2,7,1,4pm Feb. 4th,1.2 GB7,secretsanta
Ford.V.Ferrari.2019.1080p.10bit.BluRay.8CH.x265.HEVC-PSA1,36,24,1pm Feb. 2nd,2.4 GB36,BedBug
Ford.V.Ferrari.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,10,13,1pm Feb. 2nd,1.2 GB10,BedBug
Allegiant.2016.2160p.10bit.HDR.BluRay.8CH.x265.HEVC-PSA,9,1,6pm Feb. 1st,2.5 GB9,BedBug
Allegiant.2016.1080p.10bit.BluRay.8CH.x265.HEVC-PSA,8,0,6pm Feb. 1st,2.0 GB8,BedBug
Allegiant.2016.720p.10bit.BluRay.6CH.x265.HEVC-PSA,0,6,6pm Feb. 1st,1.0 GB0,BedBug
How.to.Train.Your.Dragon.Homecoming.2019.1080p.WEBRip.6CH.x265.HEVC-PSA,52,7,6pm Feb. 1st,362.1 MB52,BedBug
How.to.Train.Your.Dragon.Homecoming.2019.720p.WEBRip.2CH.x265.HEVC-PSA,3,2,6pm Feb. 1st,179.7 MB3,BedBug
Playmobil.The.Movie.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,33,5,6pm Feb. 1st,1.5 GB33,BedBug
Hustlers.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,40,7,6pm Feb. 1st,1.5 GB40,BedBug
Hustlers.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,3,1,6pm Feb. 1st,857.4 MB3,BedBug
Stripes.1981.EXTENDED.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,27,10,6pm Feb. 1st,2.0 GB27,BedBug
Stripes.1981.EXTENDED.720p.10bit.BluRay.6CH.x265.HEVC-PSA2,14,3,6pm Feb. 1st,1.1 GB14,BedBug
It.Chapter.Two.2019.1080p.10bit.BluRay.8CH.x265.HEVC-PSA,22,5,4pm Feb. 1st,2.5 GB22,BedBug
It.Chapter.Two.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,4,0,4pm Feb. 1st,1.2 GB4,BedBug
White.Snake.2019.CHINESE.DUAL-AUDIO.CHI-ENG.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,16,17,4pm Feb. 1st,1.8 GB16,BedBug
White.Snake.2019.CHINESE.DUAL-AUDIO.CHI-ENG.720p.10bit.BluRay.6CH.x265.HEVC-PSA,22,3,4pm Feb. 1st,1.0 GB22,BedBug
The.Parts.You.Lose.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,15,6,4pm Feb. 1st,932.5 MB15,BedBug
The.Parts.You.Lose.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,1,0,4pm Feb. 1st,539.7 MB1,BedBug
The.Last.Full.Measure.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,30,17,4pm Feb. 1st,1.8 GB30,BedBug
The.Last.Full.Measure.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,3,4,4pm Feb. 1st,"1,009.4 MB3",BedBug
Trauma.Center.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,5,3,4pm Feb. 1st,897.5 MB5,BedBug
Trauma.Center.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,2,0,4pm Feb. 1st,569.1 MB2,BedBug
Once.Upon.A.Time.In.Hollywood.2019.2160p.10bit.HDR.BluRay.8CH.x265.HEVC-PSA,40,4,10am Feb. 1st,2.6 GB40,BedBug
Playing.with.Fire.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,8,6,9am Feb. 1st,1.7 GB8,BedBug
Playing.with.Fire.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,2,2,9am Feb. 1st,902.3 MB2,BedBug
Uncut.Gems.2019.1080p.10bit.WEBRip.6CH.x265.HEVC-PSA2,57,9,9am Feb. 1st,1.6 GB57,BedBug
Uncut.Gems.2019.720p.10bit.WEBRip.6CH.x265.HEVC-PSA,30,14,9am Feb. 1st,864.8 MB30,BedBug
Last.Christmas.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,12,6,9am Feb. 1st,1.6 GB12,BedBug
Last.Christmas.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,2,5,9am Feb. 1st,885.9 MB2,BedBug
The.Good.Liar.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,14,9,9am Feb. 1st,1.3 GB14,BedBug
The.Good.Liar.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,2,1,9am Feb. 1st,728.8 MB2,BedBug
Doctor.Sleep.2019.DIRECTORS.CUT.1080p.10bit.BluRay.8CH.x265.HEVC-PSA,16,13,9am Feb. 1st,2.4 GB16,BedBug
Doctor.Sleep.2019.DIRECTORS.CUT.720p.10bit.BluRay.6CH.x265.HEVC-PSA,6,7,9am Feb. 1st,1.1 GB6,BedBug
The Good Place S04E00 Series Finale Aftershow 720p HDTV 2CH x265 HEVC-PSA,13,2,Jan. 31st '20,108.2 MB13,M3D1
The Good Place S04E13 720p HDTV 2CH x265 HEVC-PSA,5,2,Jan. 31st '20,336.6 MB5,M3D1
Mine.9.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,5,6,Jan. 26th '20,1.7 GB5,BedBug
Line.Of.Duty.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,26,8,Jan. 26th '20,1.6 GB26,BedBug
Line.Of.Duty.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,20,5,Jan. 26th '20,880.5 MB20,BedBug
Harriet.2019.1080p.10bit.BluRay.8CH.x265.HEVC-PSA,6,3,Jan. 26th '20,2.0 GB6,BedBug
Little.Monsters.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,2,3,Jan. 26th '20,1.5 GB2,BedBug
Little.Monsters.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,5,1,Jan. 26th '20,862.2 MB5,BedBug
The.Fanatic.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,22,3,Jan. 26th '20,1.4 GB22,BedBug
Abominable.2019.1080p.3D.10bit.BrRip.H-SBS.6CH.x265.HEVC-PSA,5,3,Jan. 26th '20,1.8 GB5,BedBug
Abominable.2019.1080p.10bit.BluRay.8CH.x265.HEVC-PSA-576199,11,5,Jan. 26th '20,2.1 GB11,BedBug
Abominable.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,1,1,Jan. 26th '20,992.8 MB1,BedBug
The.Lighthouse.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,59,15,Jan. 26th '20,1.8 GB59,BedBug
The.Lighthouse.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,7,3,Jan. 26th '20,730.3 MB7,BedBug
Maleficent.Mistress.of.Evil.2019.2160p.10bit.HDR.BluRay.8CH.x265.HEVC-PSA,15,6,Jan. 26th '20,3.6 GB15,BedBug
Maleficent.Mistress.of.Evil.2019.1080p.10bit.BluRay.8CH.x265.HEVC-PSA,18,7,Jan. 26th '20,2.3 GB18,BedBug
Maleficent.Mistress.of.Evil.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,15,6,Jan. 26th '20,1.2 GB15,BedBug
The Good Place S04E12 720p HDTV 2CH x265 HEVC-PSA ,20,0,Jan. 24th '20,137.4 MB20,M3D1
Michael.Collins.1996.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,9,2,Jan. 22nd '20,1.6 GB9,BedBug
Michael.Collins.1996.720p.10bit.BluRay.6CH.x265.HEVC-PSA,3,0,Jan. 22nd '20,927.4 MB3,BedBug
Acceleration.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA1,13,4,Jan. 22nd '20,914.0 MB13,BedBug
Acceleration.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,3,2,Jan. 22nd '20,534.8 MB3,BedBug
Jexi.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,5,2,Jan. 22nd '20,679.2 MB5,BedBug
Countdown.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,41,8,Jan. 22nd '20,881.8 MB41,BedBug
Countdown.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,22,6,Jan. 22nd '20,549.0 MB22,BedBug
The.Courier.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,46,23,Jan. 22nd '20,1.3 GB46,BedBug
The.Courier.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA1,5,4,Jan. 22nd '20,733.3 MB5,BedBug
Jay.and.Silent.Bob.Reboot.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,12,1,Jan. 22nd '20,852.9 MB12,BedBug
Motherless.Brooklyn.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,26,8,Jan. 22nd '20,2.0 GB26,BedBug
Motherless.Brooklyn.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,6,1,Jan. 22nd '20,1.0 GB6,BedBug
The.Thomas.Crown.Affair.1968.REMASTERED.1080p.10bit.BluRay.2CH.x265.HEVC-PSA,21,2,Jan. 20th '20,1.6 GB21,BedBug
The.Thomas.Crown.Affair.1968.REMASTERED.720p.10bit.BluRay.2CH.x265.HEVC-PSA,2,2,Jan. 20th '20,755.3 MB2,BedBug
Terminator.Dark.Fate.2019.2160p.10bit.HDR.BluRay.8CH.x265.HEVC-PSA,34,12,Jan. 20th '20,2.8 GB34,BedBug
Terminator.Dark.Fate.2019.1080p.10bit.BluRay.8CH.x265.HEVC-PSA,31,21,Jan. 20th '20,2.5 GB31,BedBug
Terminator.Dark.Fate.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,11,4,Jan. 20th '20,1.1 GB11,BedBug
Servant S01E10 Balloon 720p 10bit WEBRip 2CH x265 HEVC-PSA,15,7,Jan. 17th '20,129.4 MB15,M3D1
Westworld Season 2 1080p 10bit WEBRip 6CH x265 HEVC-PSA,13,4,Jan. 16th '20,8.6 GB13,M3D1
Motherless Brooklyn 2019 720p WEBRip 2CH x265 HEVC-PSA,20,5,Jan. 14th '20,879.4 MB20,M3D1
The.Addams.Family.2019.1080p.10bit.BluRay.8CH.x265.HEVC-PSA,35,9,Jan. 14th '20,1.5 GB35,BedBug
The.Addams.Family.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,13,3,Jan. 14th '20,775.7 MB13,BedBug
Jexi.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,9,6,Jan. 14th '20,1.3 GB9,BedBug
Jay.and.Silent.Bob.Reboot.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,9,5,Jan. 14th '20,1.6 GB9,BedBug
Gemini.Man.2019.2160p.10bit.HFR.HDR.BluRay.8CH.x265.HEVC-PSA,15,10,Jan. 14th '20,4.1 GB15,BedBug
Gemini.Man.2019.2160p.10bit.HDR.BluRay.8CH.x265.HEVC-PSA,13,1,Jan. 14th '20,3.7 GB13,BedBug
Gemini.Man.2019.1080p.10bit.HFR.BrRip.8CH.x265.HEVC-PSA1,6,4,Jan. 14th '20,2.5 GB6,BedBug
Black.and.Blue.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,6,3,Jan. 14th '20,1.9 GB6,BedBug
Black.and.Blue.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,2,2,Jan. 14th '20,935.3 MB2,BedBug
"[ FreeCourseWeb ] Music and Meaning in Old Hispanic Lenten Chants- Psalmi, Threni and the Easter Vig...",1,0,Jan. 14th '20,7.5 MB1,freecoursewb
Shameless US S10E10 720p WEBRip 2CH x265 HEVC-PSA,39,10,Jan. 12th '20,296.8 MB39,M3D1
Servant S01E09 Jericho 720p 10bit WEBRip 2CH x265 HEVC-PSA,14,1,Jan. 10th '20,123.2 MB14,M3D1
The Good Place S04E10 720p HDTV 2CH x265 HEVC-PSA,6,1,Jan. 10th '20,111.7 MB6,M3D1
The 77th Annual Golden Globe Awards 2020 720p HDTV 2CH x265 HEVC-PSA,20,4,Jan. 7th '20,812.7 MB20,M3D1
Shameless US S10E09 1080p WEBRip 6CH x265 HEVC-PSA,76,42,Jan. 5th '20,616.1 MB76,M3D1
Freaks.2018.1080p.10bit.BluRay.6CH.x265.HEVC-PSA1,7,2,Jan. 5th '20,1.4 GB7,BedBug
A.Rainy.Day.in.New.York.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,10,1,Jan. 5th '20,2.2 GB10,BedBug
Hala.2019.1080p.10bit.WEBRip.6CH.x265.HEVC-PSA,5,4,Jan. 5th '20,1.1 GB5,BedBug
Spider.in.the.Web.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,19,5,Jan. 5th '20,1.1 GB19,BedBug
Ad.Astra.2019.2160p.10bit.HDR.BluRay.8CH.x265.HEVC-PSA,22,13,Jan. 3rd '20,2.1 GB22,BedBug
Killerman.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,15,3,Jan. 3rd '20,1.4 GB15,BedBug
6.Underground.2019.1080p.10bit.WEBRip.6CH.x265.HEVC-PSA,26,8,Jan. 3rd '20,2.2 GB26,BedBug
6.Underground.2019.720p.10bit.WEBRip.6CH.x265.HEVC-PSA,45,15,Jan. 3rd '20,1.3 GB45,BedBug
Adopt.A.Highway.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,7,4,Jan. 3rd '20,1.2 GB7,BedBug
The.Informer.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,54,18,Jan. 3rd '20,1.7 GB54,BedBug
Rambo.Last.Blood.2019.EXTENDED.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,37,16,Jan. 3rd '20,2.0 GB37,BedBug
Rambo.Last.Blood.2019.EXTENDED.720p.10bit.BluRay.6CH.x265.HEVC-PSA,7,5,Jan. 3rd '20,924.7 MB7,BedBug
Gemini.Man.2019.1080p.10bit.BluRay.8CH.x265.HEVC-PSA,35,13,Jan. 3rd '20,1.9 GB35,BedBug
Gemini.Man.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,9,2,Jan. 3rd '20,"1,011.8 MB9",BedBug
Primal.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,22,4,Jan. 3rd '20,1.3 GB22,BedBug
Zombieland.Double.Tap.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA2,49,10,Jan. 3rd '20,1.6 GB49,BedBug
Zombieland.Double.Tap.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,4,6,Jan. 3rd '20,879.1 MB4,BedBug
Code.8.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,77,20,Jan. 3rd '20,1.6 GB77,BedBug
Code.8.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,29,10,Jan. 3rd '20,777.5 MB29,BedBug
Ad.Astra.2019.1080p.10bit.BluRay.8CH.x265.HEVC-PSA2,59,22,Dec. 29th '19,1.8 GB59,BedBug
Ad.Astra.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,13,3,Dec. 29th '19,850.6 MB13,BedBug
Frozen.2013.720p.10bit.BluRay.6CH.x265.HEVC-PSA,6,13,Dec. 29th '19,888.3 MB6,BedBug
Frozen.2013.1080p.10bit.BluRay.8CH.x265.HEVC-PSA5,141,52,Dec. 29th '19,1.6 GB141,BedBug
Paradise.Hills.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,7,4,Dec. 29th '19,1.3 GB7,BedBug
Rambo.Last.Blood.2019.1080p.10bit.BluRay.8CH.x265.HEVC-PSA,30,9,Dec. 29th '19,1.5 GB30,BedBug
Running.with.the.Devil.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,6,3,Dec. 29th '19,1.6 GB6,BedBug
Watchmen.2009.THE.ULTIMATE.CUT.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,13,4,Dec. 29th '19,2.9 GB13,BedBug
Watchmen.2009.THE.ULTIMATE.CUT.720p.10bit.BluRay.6CH.x265.HEVC-PSA,14,18,Dec. 29th '19,1.6 GB14,BedBug
Ready Player One (2018) RiffTrax Dual Audio 720p.BRRip.x265.HEVC-PSA.budgetbits,28,4,Dec. 28th '19,1.3 GB28,budgetbits
The.Witcher.S01.2160p.10bit.WEBRip.6CH.x265.HEVC-PSA1,13,17,Dec. 25th '19,12.8 GB13,bakarupt
Joker.2019.2160p.10bit.HDR.BluRay.8CH.x265.HEVC-PSA2,50,10,Dec. 22nd '19,2.6 GB50,BedBug
Joker.2019.1080p.10bit.BluRay.8CH.x265.HEVC-PSA,25,12,Dec. 22nd '19,1.9 GB25,BedBug
Joker.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,8,5,Dec. 22nd '19,950.8 MB8,BedBug
The.Witcher.S01.1080p.10bit.WEBRip.6CH.x265.HEVC-PSA2,40,17,Dec. 21st '19,5.5 GB40,bakarupt
The.Witcher.S01.720p.10bit.WEBRip.2CH.x265.HEVC-PSA4,50,26,Dec. 20th '19,2.6 GB50,bakarupt
Parasite.A.K.A.Gisaengchung.2019.KOREAN.1080p.10bit.BluRay.8CH.x265.HEVC-PSA8,241,94,Dec. 7th '19,1.7 GB241,BedBug
Marriage.Story.2019.1080p.10bit.WEBRip.6CH.x265.HEVC-PSA1,38,21,Dec. 7th '19,2.3 GB38,BedBug
Marriage.Story.2019.720p.10bit.WEBRip.6CH.x265.HEVC-PSA,16,23,Dec. 7th '19,1.0 GB16,BedBug
Hotel Mumbai (2018) 720p 10bit BluRay 6CH x265 HEVC PSA,15,2,Dec. 4th '19,952.4 MB15,kumarRahul
Framing.John.DeLorean.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA1,3,2,Nov. 29th '19,1.3 GB3,BedBug
Dolemite.Is.My.Name.2019.1080p.10bit.WEBRip.6CH.x265.HEVC-PSA,9,5,Nov. 29th '19,1.8 GB9,BedBug
Dolemite.Is.My.Name.2019.720p.10bit.WEBRip.6CH.x265.HEVC-PSA,12,2,Nov. 29th '19,992.9 MB12,BedBug
Fractured.2019.1080p.10bit.WEBRip.6CH.x265.HEVC-PSA,15,2,Nov. 29th '19,1.0 GB15,BedBug
El.Camino.A.Breaking.Bad.Movie.2019.720p.10bit.WEBRip.6CH.x265.HEVC-PSA,8,1,Nov. 29th '19,841.2 MB8,BedBug
Wonder.Woman.Bloodlines.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,7,2,Nov. 29th '19,348.4 MB7,BedBug
Toy.Story.4.2019.1080p.10bit.BluRay.8CH.x265.HEVC-PSA,28,8,Nov. 29th '19,1.5 GB28,BedBug
Toy.Story.4.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,2,5,Nov. 29th '19,816.9 MB2,BedBug
Once.Upon.A.Time.In.Hollywood.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA1,36,32,Nov. 29th '19,2.4 GB36,BedBug
Once.Upon.A.Time.In.Hollywood.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,9,13,Nov. 29th '19,1.2 GB9,BedBug
Once Upon a Time in Hollywood 2019 1080p BrRip 6CH x265 HEVC-PSA1,28,7,Nov. 28th '19,2.6 GB28,M3D1
Ready.or.Not.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,6,5,Nov. 28th '19,748.3 MB6,BedBug
Angel.Has.Fallen.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,8,4,Nov. 28th '19,1.0 GB8,BedBug
The.Kitchen.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,11,3,Nov. 28th '19,1.2 GB11,BedBug
10.Minutes.Gone.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA1,10,4,Nov. 28th '19,1.3 GB10,BedBug
The.Death.and.Return.of.Superman.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,10,7,Nov. 28th '19,787.7 MB10,BedBug
The.Lion.King.2019.1080p.HQ.10bit.BluRay.8CH.x265.HEVC-PSA1,25,7,Nov. 28th '19,3.6 GB25,BedBug
The.Lion.King.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,8,5,Nov. 28th '19,1.2 GB8,BedBug
It.Chapter.Two.2019.1080p.WEBRip.6CH.x265.HEVC-PSA1,19,12,Nov. 28th '19,1.9 GB19,BedBug
The.Angry.Birds.Movie.2.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA1,10,2,Nov. 28th '19,2.0 GB10,BedBug
The.Angry.Birds.Movie.2.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,5,2,Nov. 28th '19,1.0 GB5,BedBug
Angel.Has.Fallen.2019.1080p.10bit.BluRay.8CH.x265.HEVC-PSA,19,14,Nov. 28th '19,2.0 GB19,BedBug
Ready.or.Not.2019.1080p.10bit.BluRay.6CH.x265.HEVC-PSA,17,10,Nov. 28th '19,1.3 GB17,BedBug
Once.Upon.A.Time.In.Hollywood.2019.1080p.BrRip.6CH.x265.HEVC-PSA1,28,9,Nov. 28th '19,2.3 GB28,BedBug
Once.Upon.a.Time.in.Hollywood.2019.EXTRAS.720p.WEBRip.2CH.x265.HEVC-PSA,8,1,Nov. 28th '19,240.1 MB8,BedBug
The.Irishman.2019.1080p.10bit.WEBRip.6CH.x265.HEVC-PSA2,98,56,Nov. 28th '19,2.6 GB98,BedBug
Once.Upon.A.Time.In.Hollywood.2019.1080p.WEBRip.6CH.x265.HEVC-PSA4,53,20,Nov. 24th '19,2.3 GB53,BedBug
Ready.or.Not.2019.1080p.BrRip.6CH.x265.HEVC-PSA1,86,45,Nov. 23rd '19,1.5 GB86,BedBug
Fast.and.Furious.Presents.Hobbs.and.Shaw.2019.720p.10bit.BluRay.6CH.x265.HEVC-PSA,5,3,Nov. 19th '19,1.1 GB5,BedBug
Fast.and.Furious.Presents.Hobbs.and.Shaw.2019.1080p.10bit.BluRay.8CH.x265.HEVC-PSA3,17,19,Nov. 19th '19,2.2 GB17,BedBug
Last.Week.Tonight.With.John.Oliver.S03E19.720p.HDTV.2CH.x265.HEVC-PSA.1file,0,0,Nov. 16th '19,116.1 MB0,Jam3sRBath
Titans.2018.S02E08.Jericho.1080p.10bit.WEBRip.6CH.x265.HEVC-PSA1,27,3,Oct. 28th '19,440.7 MB27,3enno
Supernatural.S15E03.The.Rupture.1080p.10bit.WEBRip.6CH.x265.HEVC-PSA4,13,3,Oct. 26th '19,472.0 MB13,3enno
How.to.Get.Away.with.Murder.S06E05.Were.All.Gonna.Die.INTERNAL.1080p.10bit.WEBRip.6CH.x265.HEVC-PSA,13,4,Oct. 26th '19,382.8 MB13,3enno
Mr.Robot.S04E03.403.Forbidden.1080p.10bit.WEBRip.6CH.x265.HEVC-PSA,42,3,Oct. 22nd '19,413.8 MB42,3enno
Watchmen.S01E01.It's.Summer.and.Were.Running.Out.of.Ice.1080p.10bit.WEBRip.6CH.x265.HEVC-PSA,40,8,Oct. 22nd '19,658.4 MB40,3enno
